,Unnamed: 0,country,Overall_GGGap_Ind_Index,"Intentional homicides (per 100,000 people)","Suicide mortality rate (per 100,000 population)"
82,82,Luxembourg,0.7266666666666667,0.5370291084742858,11.255555555555555
83,83,Madagascar,0.7,,5.555555555555555
84,84,Malawi,0.6922222222222223,2.05230700685,6.222222222222222
85,85,Malaysia,0.6622222222222223,2.016169403933333,4.955555555555556
86,86,Maldives,0.6566666666666667,1.3425798289,2.788888888888889
87,87,Mali,0.5888888888888889,,4.300000000000001
88,88,Malta,0.6755555555555556,1.53978446367375,6.366666666666666
89,89,Mauritania,0.6077777777777778,,3.066666666666667
90,90,Mauritius,0.6544444444444445,2.2439604499375,8.977777777777778
91,91,Mexico,0.6966666666666667,21.67857604375,5.422222222222222
92,92,Mongolia,0.711111111111111,7.059847708725,20.133333333333333
93,93,Montenegro,0.695,2.8322664298625,20.855555555555554
94,94,Morocco,0.5933333333333333,1.41209682005,7.7666666666666675
95,95,Mozambique,0.7344444444444443,3.5100775194,14.299999999999999
96,96,Myanmar,0.68,2.3412450188,3.1555555555555554
97,97,Namibia,0.7477777777777779,15.9797122115,10.61111111111111
98,98,Nepal,0.6422222222222222,2.3029537764,8.722222222222221
99,99,Netherlands (Kingdom of the),0.7577777777777778,0.71466521122875,11.466666666666667
100,100,New Zealand,0.7855555555555556,0.9453292848614285,11.844444444444443
101,101,Nicaragua,0.7811111111111111,9.617025750166666,4.622222222222223
102,102,Nigeria,0.6333333333333333,34.524045903,3.8444444444444446
103,103,North Macedonia,0.701111111111111,1.29930231460375,9.222222222222221
104,104,Norway,0.84,0.77800271405875,12.122222222222222
105,105,Oman,0.6025,0.8244401164274999,5.1
106,106,Pakistan,0.5544444444444445,5.7275127559,8.922222222222222
107,107,Panama,0.7177777777777777,13.1782773837625,3.344444444444444
108,108,Papua New Guinea,0.64,,2.8444444444444446
109,109,Paraguay,0.6766666666666666,9.0791199950375,5.455555555555556
110,110,Peru,0.6966666666666667,7.001777303357143,2.9000000000000004
111,111,Philippines,0.7844444444444445,8.9816874419,2.322222222222222
112,112,Poland,0.7177777777777777,0.83493210106375,15.455555555555556
113,113,Portugal,0.7244444444444444,0.95346696937,12.477777777777778
114,114,Qatar,0.6322222222222222,0.3165944782175,6.444444444444445
115,115,Republic of Korea,0.6477777777777778,0.72017191319,29.166666666666668
116,116,Republic of Moldova,0.73,4.561157831825,15.844444444444443
117,117,Romania,0.6966666666666667,1.3234016745875001,11.1
118,118,Russian Federation,0.6977777777777777,10.601178466075,31.22222222222222
119,119,Rwanda,0.7983333333333333,3.046465755725,5.777777777777778
120,120,Saudi Arabia,0.5888888888888889,1.3769724963,6.277777777777778
121,121,Senegal,0.6811111111111111,0.26751815179,6.333333333333333
122,122,Serbia,0.72,1.31758163035,14.0
123,123,Sierra Leone,0.665,2.087192036733333,6.366666666666666
124,124,Singapore,0.7044444444444444,0.248958941115,9.899999999999999
125,125,Slovakia,0.6877777777777778,1.22915853878375,12.444444444444445
126,126,Slovenia,0.7511111111111111,0.7074893238825,20.433333333333334
127,127,South Africa,0.7577777777777778,32.628571428571426,23.866666666666667
128,128,Spain,0.7477777777777779,0.6852290434975,7.922222222222222
129,129,Sri Lanka,0.69,2.7635819345375,15.033333333333335
130,130,Suriname,0.67,5.9710539197,24.87777777777778
131,131,Sweden,0.8166666666666667,0.97736889348375,14.97777777777778
132,132,Switzerland,0.7711111111111112,0.5861160879625,14.644444444444446
133,133,Syrian Arab Republic,0.5722222222222222,0.87931221497,1.7444444444444445
134,134,Tajikistan,0.6622222222222223,1.6368936072,4.144444444444444
135,135,Thailand,0.6977777777777777,3.885936084057143,8.18888888888889
136,136,Timor-Leste,0.6519999999999999,4.0959830945,3.466666666666667
137,137,Togo,0.62,,9.633333333333333
138,138,Trinidad and Tobago,0.7271428571428571,29.008770764799998,9.777777777777779
139,139,Tunisia,0.6385714285714286,3.0607561008,3.2333333333333334
140,140,Türkiye,0.6177777777777778,3.389425204283333,2.2888888888888888
141,141,Uganda,0.711111111111111,11.318663422142858,4.977777777777778
142,142,Ukraine,0.701111111111111,5.8765353250666665,22.244444444444444
143,143,United Arab Emirates,0.6455555555555557,0.6318772841785715,6.788888888888889
144,144,United Kingdom of Great Britain and Northern Ireland,0.7544444444444445,1.0490673689949999,8.377777777777778
145,145,United Republic of Tanzania,0.7066666666666666,7.829166323966667,4.311111111111111
146,146,United States of America,0.7322222222222222,4.8775566297125,14.622222222222222
147,147,Uruguay,0.6955555555555555,8.2624221781125,18.966666666666665
148,148,Vanuatu,0.64,,18.4
149,149,Venezuela (Bolivarian Republic of),0.701111111111111,52.14891812085715,2.488888888888889
150,150,Viet Nam,0.6922222222222222,1.5280509191,7.544444444444445
151,151,Yemen,0.50125,6.383589115733334,5.688888888888889
152,152,Zambia,0.6516666666666667,5.7619295707,8.766666666666667
153,153,Zimbabwe,0.7071428571428572,7.4798997709,17.233333333333334
