,year,FEMALE_TOTAL,FEMALE_Y15T24,FEMALE_Y25T34,FEMALE_Y35T44,FEMALE_Y45T54,FEMALE_Y55T64,FEMALE_Y65T74,FEMALE_Y75T84,FEMALE_Y_GE85,MALE_TOTAL,MALE_Y15T24,MALE_Y25T34,MALE_Y35T44,MALE_Y45T54,MALE_Y55T64,MALE_Y65T74,MALE_Y75T84,MALE_Y_GE85,TOTAL_TOTAL,TOTAL_Y15T24,TOTAL_Y25T34,TOTAL_Y35T44,TOTAL_Y45T54,TOTAL_Y55T64,TOTAL_Y65T74,TOTAL_Y75T84,TOTAL_Y_GE85
mean,2015.0,4.734925516055046,4.177584269662921,4.538539325842696,5.296781609195403,6.599717514124294,8.263965517241378,10.498238636363636,14.232356321839077,27.417527472527475,15.509772419724772,11.51738888888889,17.290333333333333,21.068555555555555,25.25172222222222,29.145730337078653,35.34814606741573,49.50100558659218,125.00977528089886,10.069069609644087,7.876187845303867,10.998100558659218,13.087500000000002,15.780782122905029,17.741666666666667,21.454044943820225,27.93011111111111,60.64765363128492
